,description,name,price,img,size,color,composition,care
40,벌룬 스타일 어깨 마감 긴소매 라운드넥 니트 탑. 톤온톤 소재가 매치됨. 모델 신장: 177cm,니트 콤비 탑,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_1_1_1.jpg?ts=1582197988087', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_1_1.jpg?ts=1582198222244', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_2_1.jpg?ts=1582198215024', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_3_1.jpg?ts=1582198210162', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_4_1.jpg?ts=1582198213965', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_5_1.jpg?ts=1582198211374', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_6_1.jpg?ts=1582198204776', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_2_7_1.jpg?ts=1581690444973', '//static.zara.net/photos///2020/V/0/1/p/4938/004/250/2/w/560/4938004250_6_1_1.jpg?ts=1581690433355']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",화이트,"[{'겉감': '주요소재70% 비스코스,30% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
41,7부 소매 브이넥 디자인의 짧은 니트 재킷. 톤온톤 크로셰 플라워 아플리케와 프릴 디테일. 앞면 주얼리 버튼 여밈. 모델 신장: 177cm,프릴 플라워 재킷,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_1_1_1.jpg?ts=1582199861358', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_1_1.jpg?ts=1582200046975', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_2_1.jpg?ts=1582200060505', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_3_1.jpg?ts=1582200055652', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_4_1.jpg?ts=1582200065150', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_2_5_1.jpg?ts=1581667496266', '//static.zara.net/photos///2020/V/0/1/p/3653/007/712/2/w/560/3653007712_6_1_1.jpg?ts=1581667458704']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,[{'겉감': '100% 아크릴'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
42,긴소매 라운드넥 니트 원피스. 양 옆면과 커프스 부분 드레이프 디테일. 뒷면에서 메탈 후크로 여밈. 모델 신장: 177cm,드레이프 원피스,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_1_1_1.jpg?ts=1582197953822', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_1_1.jpg?ts=1582198083657', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_2_1.jpg?ts=1582198108614', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_3_1.jpg?ts=1582198104563', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_4_1.jpg?ts=1582198091785', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_5_1.jpg?ts=1582198095115', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_6_1.jpg?ts=1582198098970', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_2_7_1.jpg?ts=1581691723147', '//static.zara.net/photos///2020/V/0/1/p/3519/011/800/2/w/560/3519011800_6_1_1.jpg?ts=1581944161590']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '53% 비스코스, 47% 폴리아미드'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
43,브이넥 마감 라펠 칼라 긴소매 스웨터. 리브드 마감. 모델 신장: 177cm,소프트 이펙트 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_1_1_1.jpg?ts=1582199869794', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_2_1.jpg?ts=1582200099887', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_3_1.jpg?ts=1582200103826', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_4_1.jpg?ts=1582200091712', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_5_1.jpg?ts=1582200092164', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_2_6_1.jpg?ts=1581676035396', '//static.zara.net/photos///2020/V/0/1/p/5536/012/300/2/w/560/5536012300_6_1_1.jpg?ts=1581676027141']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",노랑,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
44,긴소매 하이넥 스웨터. 톤온톤 소재가 매치됨. 버튼으로 여미는 뒷면 트임. 모델 신장: 177cm,레이스 리브드 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_1_1_1.jpg?ts=1582199886246', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_1_1.jpg?ts=1582200109020', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_2_1.jpg?ts=1582200114964', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_3_1.jpg?ts=1582200124496', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_4_1.jpg?ts=1582200119454', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_5_1.jpg?ts=1582200108164', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_6_1.jpg?ts=1582200127920', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_7_1.jpg?ts=1581676131114', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_6_1_1.jpg?ts=1581676127829']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '주요소재52% 아크릴,48% 면'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 150 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
45,긴소매 하이넥 스웨터. 톤온톤 소재가 매치됨. 버튼으로 여미는 뒷면 트임. 모델 신장: 177cm,레이스 리브드 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_1_1_1.jpg?ts=1582199886246', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_1_1.jpg?ts=1582200109020', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_2_1.jpg?ts=1582200114964', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_3_1.jpg?ts=1582200124496', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_4_1.jpg?ts=1582200119454', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_5_1.jpg?ts=1582200108164', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_6_1.jpg?ts=1582200127920', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_2_7_1.jpg?ts=1581676131114', '//static.zara.net/photos///2020/V/0/1/p/6771/007/712/2/w/560/6771007712_6_1_1.jpg?ts=1581676127829']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '주요소재52% 아크릴,48% 면'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 150 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
46,라펠 칼라 니트 미니 원피스. 신축성 있게 마감된 벌룬 스타일 반소매. 앞면 버튼 여밈. 모델 신장: 177cm,벌룬 슬리브 원피스,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_1_1_1.jpg?ts=1582197820774', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_1_1.jpg?ts=1582197909497', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_2_1.jpg?ts=1582197868791', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_3_1.jpg?ts=1582197906000', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_4_1.jpg?ts=1582197906253', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_2_5_1.jpg?ts=1581670621420', '//static.zara.net/photos///2020/V/0/1/p/2298/004/624/3/w/560/2298004624_6_1_1.jpg?ts=1581670607007']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",스트로베리,"[{'겉감': '77% 면, 21% 폴리아미드, 2% 엘라스탄'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
47,커프스 마감 벌룬 스타일 긴소매 라운드넥 스웨터. 모델 신장: 177cm,퍼프 슬리브 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_1_1_1.jpg?ts=1581347307709', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_1_1.jpg?ts=1581347169679', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_2_1.jpg?ts=1581347242837', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_3_1.jpg?ts=1581347157534', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_4_1.jpg?ts=1581347202024', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_5_1.jpg?ts=1581347192739', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_2_6_1.jpg?ts=1581347148248', '//static.zara.net/photos///2020/V/0/1/p/2488/119/704/2/w/560/2488119704_6_1_1.jpg?ts=1582210998089']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",카멜,"[{'겉감': '55% 비스코스, 45% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
48,커프스 마감 벌룬 스타일 긴소매 라운드넥 스웨터. 모델 신장: 177cm,퍼프 슬리브 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_1_1_1.jpg?ts=1581347304678', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_1_1.jpg?ts=1581347212194', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_2_1.jpg?ts=1581347216506', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_3_1.jpg?ts=1581347226247', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_4_1.jpg?ts=1581347194656', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_2_5_1.jpg?ts=1581347221301', '//static.zara.net/photos///2020/V/0/1/p/2488/119/712/2/w/560/2488119712_6_1_1.jpg?ts=1582210998089']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '55% 비스코스, 45% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
49,커프스 마감 벌룬 스타일 긴소매 라운드넥 스웨터. 모델 신장: 177cm,퍼프 슬리브 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2488/119/800/2/w/560/2488119800_1_1_1.jpg?ts=1581347310838', '//static.zara.net/photos///2020/V/0/1/p/2488/119/800/2/w/560/2488119800_2_1_1.jpg?ts=1581347206923', '//static.zara.net/photos///2020/V/0/1/p/2488/119/800/2/w/560/2488119800_2_2_1.jpg?ts=1581347228348', '//static.zara.net/photos///2020/V/0/1/p/2488/119/800/2/w/560/2488119800_2_3_1.jpg?ts=1581347251951', '//static.zara.net/photos///2020/V/0/1/p/2488/119/800/2/w/560/2488119800_2_4_1.jpg?ts=1581347199575', '//static.zara.net/photos///2020/V/0/1/p/2488/119/800/2/w/560/2488119800_2_5_1.jpg?ts=1581347228683', '//static.zara.net/photos///2020/V/0/1/p/2488/119/800/2/w/560/2488119800_6_1_1.jpg?ts=1582210998089']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '55% 비스코스, 45% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
50,반소매 라운드넥 니트 스웨터. 리브드 마감. 뒷면 메탈 스냅 버튼으로 여밈. 모델 신장: 177cm,쇼트 슬리브 베이직 스웨터,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_1_1_1.jpg?ts=1582118835370', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_1_1.jpg?ts=1582108608902', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_2_1.jpg?ts=1582108613902', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_3_1.jpg?ts=1582108616061', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_4_1.jpg?ts=1582108609238', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_5_1.jpg?ts=1582108623862', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_6_1.jpg?ts=1580906523367', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_6_1_1.jpg?ts=1581684494441']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",크림,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']"
51,페이크 금속 버튼이 달린 긴소매 라운드넥 니트 스웨터. 리브드 마감. 모델 신장: 177cm,롱 슬리브 베이직 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/121/733/7/w/560/5646121733_1_1_1.jpg?ts=1582113691655', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/7/w/560/5646121733_2_1_1.jpg?ts=1582113710731', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/7/w/560/5646121733_2_2_1.jpg?ts=1582136652215', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/7/w/560/5646121733_2_3_1.jpg?ts=1582113719524', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/7/w/560/5646121733_2_4_1.jpg?ts=1582113719530', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/7/w/560/5646121733_2_5_1.jpg?ts=1582113710637', '//static.zara.net/photos///2020/V/0/1/p/5646/121/733/7/w/560/5646121733_6_1_1.jpg?ts=1582194751872']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",크림,[],[]
52,반소매 라운드넥 니트 스웨터. 리브드 마감. 뒷면 메탈 스냅 버튼으로 여밈. 모델 신장: 177cm,쇼트 슬리브 베이직 스웨터,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_1_1_1.jpg?ts=1582118835370', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_1_1.jpg?ts=1582108608902', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_2_1.jpg?ts=1582108613902', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_3_1.jpg?ts=1582108616061', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_4_1.jpg?ts=1582108609238', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_5_1.jpg?ts=1582108623862', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_2_6_1.jpg?ts=1580906523367', '//static.zara.net/photos///2020/V/0/1/p/5646/125/733/2/w/560/5646125733_6_1_1.jpg?ts=1581684494441']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",크림,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']"
53,페이크 금속 버튼이 달린 긴소매 라운드넥 니트 스웨터. 리브드 마감. 모델 신장: 177cm,롱 슬리브 베이직 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_1_1_1.jpg?ts=1582118530604', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_1_1.jpg?ts=1582108542618', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_2_1.jpg?ts=1582108554439', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_3_1.jpg?ts=1582108547559', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_4_1.jpg?ts=1582108560806', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_5_1.jpg?ts=1582108569286', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_6_1.jpg?ts=1582108574057', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_6_1_1.jpg?ts=1582194751872']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",로즈 가루,[],[]
54,페이크 금속 버튼이 달린 긴소매 라운드넥 니트 스웨터. 리브드 마감. 모델 신장: 177cm,롱 슬리브 베이직 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_1_1_1.jpg?ts=1582118530604', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_1_1.jpg?ts=1582108542618', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_2_1.jpg?ts=1582108554439', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_3_1.jpg?ts=1582108547559', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_4_1.jpg?ts=1582108560806', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_5_1.jpg?ts=1582108569286', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_2_6_1.jpg?ts=1582108574057', '//static.zara.net/photos///2020/V/0/1/p/5646/121/676/2/w/560/5646121676_6_1_1.jpg?ts=1582114104712']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",로즈 가루,[],[]
55,반소매 라운드넥 니트 스웨터. 리브드 마감. 뒷면 메탈 스냅 버튼으로 여밈. 모델 신장: 177cm,쇼트 슬리브 베이직 스웨터,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/125/676/2/w/560/5646125676_1_1_1.jpg?ts=1582118531017', '//static.zara.net/photos///2020/V/0/1/p/5646/125/676/2/w/560/5646125676_2_1_1.jpg?ts=1582108606445', '//static.zara.net/photos///2020/V/0/1/p/5646/125/676/2/w/560/5646125676_2_2_1.jpg?ts=1582108596272', '//static.zara.net/photos///2020/V/0/1/p/5646/125/676/2/w/560/5646125676_2_3_1.jpg?ts=1582108604671', '//static.zara.net/photos///2020/V/0/1/p/5646/125/676/2/w/560/5646125676_2_4_1.jpg?ts=1582108599425', '//static.zara.net/photos///2020/V/0/1/p/5646/125/676/2/w/560/5646125676_2_5_1.jpg?ts=1582108601786', '//static.zara.net/photos///2020/V/0/1/p/5646/125/676/2/w/560/5646125676_2_6_1.jpg?ts=1582108614627', '//static.zara.net/photos///2020/V/0/1/p/5646/125/676/2/w/560/5646125676_6_1_1.jpg?ts=1581684494441']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",로즈 가루,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']"
56,반소매 라운드넥 니트 스웨터. 리브드 마감. 뒷면 메탈 스냅 버튼으로 여밈. 모델 신장: 177cm,쇼트 슬리브 베이직 스웨터,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_1_1_1.jpg?ts=1582118714492', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_1_1.jpg?ts=1582108578765', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_2_1.jpg?ts=1582108588493', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_3_1.jpg?ts=1582108581146', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_4_1.jpg?ts=1582108587569', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_5_1.jpg?ts=1582108594143', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_6_1.jpg?ts=1582108600130', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_6_1_1.jpg?ts=1581684494441']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']"
57,페이크 금속 버튼이 달린 긴소매 라운드넥 니트 스웨터. 리브드 마감. 모델 신장: 177cm,롱 슬리브 베이직 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/121/526/3/w/560/5646121526_1_1_1.jpg?ts=1582118714896', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/3/w/560/5646121526_2_1_1.jpg?ts=1582113971133', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/3/w/560/5646121526_2_2_1.jpg?ts=1582113971276', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/3/w/560/5646121526_2_3_1.jpg?ts=1582113970933', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/3/w/560/5646121526_2_4_1.jpg?ts=1582113978716', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/3/w/560/5646121526_2_5_1.jpg?ts=1582113979311', '//static.zara.net/photos///2020/V/0/1/p/5646/121/526/3/w/560/5646121526_6_1_1.jpg?ts=1582194751872']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,[],[]
58,반소매 라운드넥 니트 스웨터. 리브드 마감. 뒷면 메탈 스냅 버튼으로 여밈. 모델 신장: 177cm,쇼트 슬리브 베이직 스웨터,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_1_1_1.jpg?ts=1582118714492', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_1_1.jpg?ts=1582108578765', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_2_1.jpg?ts=1582108588493', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_3_1.jpg?ts=1582108581146', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_4_1.jpg?ts=1582108587569', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_5_1.jpg?ts=1582108594143', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_2_6_1.jpg?ts=1582108600130', '//static.zara.net/photos///2020/V/0/1/p/5646/125/526/2/w/560/5646125526_6_1_1.jpg?ts=1581684494441']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ', 'XXL (KR 99) ']",라이트 그린,"[{'겉감': '83% 비스코스, 15% 나일론, 2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지', '뒤집어서 다리십시오']"
